"age" "race" "ethnicty" "educ" "sex" "livewith" "famtime" "crimtype" "everviol" "numarr" "probtn" "corrinst" "evertime" "prviol" "prprop" "prdrug" "prpub" "prjuv" "agefirst" "usewepn" "alcuse" "everdrug"
"521" 15 2 2 9 1 1 1 "2" 0 3 2 1 1 0 1 0 1 0 14 2 "1" "1"
"522" 16 4 2 9 1 1 1 "2" 1 2 1 1 1 1 1 0 0 0 15 2 "3" "1"
"523" 14 1 2 8 1 1 1 "2" 0 18 1 1 1 0 1 0 0 0 6 2 "1" "1"
"524" 16 1 2 9 1 2 2 "4" 1 40 2 1 1 1 1 1 0 1 10 2 "1" "1"
"525" 16 2 2 9 1 3 2 "2" 0 1 1 0 2 0 0 0 0 0 15 2 "1" "1"
"526" 16 2 2 9 1 1 2 "1" 1 8 3 0 2 0 1 0 0 0 99 2 "3" "0"
"527" 17 1 2 11 1 3 1 "1" 1 10 8 3 1 1 0 1 0 1 12 1 "1" "1"
"528" 17 1 2 10 1 1 2 "4" 0 10 3 1 1 0 1 1 0 0 14 2 "1" "1"
"529" 16 1 2 9 1 3 1 "4" 0 1 1 0 2 0 0 0 0 1 15 2 "1" "1"
"530" 16 2 2 10 1 2 2 "2" 1 2 0 1 1 1 0 0 0 0 13 2 "3" "1"
"531" 13 1 2 8 1 1 2 "2" 0 40 2 1 1 0 1 0 0 1 10 2 "1" "1"
"532" 15 1 2 8 1 1 1 "1" 1 4 1 3 1 1 0 0 0 1 15 2 "1" "0"
"533" 16 1 2 9 1 1 1 "2" 1 9 1 1 1 1 1 1 0 1 9 2 "1" "1"
"534" 16 1 2 9 1 1 1 "2" 0 28 2 6 1 0 1 0 0 1 12 2 "1" "1"
"535" 15 1 2 9 1 1 2 "2" 0 5 1 1 1 0 1 0 0 1 13 2 "1" "1"
"536" 16 2 2 9 1 4 1 "2" 1 15 2 9 1 1 1 0 0 1 9 2 "1" "1"
"537" 16 2 2 9 1 3 1 "1" 1 96 2 30 1 1 1 1 0 0 12 2 "1" "1"
"538" 18 2 2 8 1 1 1 "1" 1 1 0 0 2 0 0 0 0 0 14 1 "3" "0"
"539" 16 1 2 11 1 6 2 "1" 1 5 0 2 1 0 1 0 0 0 14 2 "1" "1"
"540" 18 2 2 4 1 5 1 "1" 1 96 20 0 2 1 1 0 1 1 11 2 "3" "1"
"541" 16 2 2 9 1 1 2 "1" 1 18 1 2 1 1 1 0 0 0 12 2 "2" "1"
"542" 16 2 2 8 1 3 1 "1" 1 10 0 2 1 0 1 0 0 1 12 2 "3" "0"
"543" 17 2 2 10 1 1 1 "1" 1 1 1 1 1 1 1 0 0 1 16 1 "1" "1"
"544" 15 2 2 8 1 3 1 "1" 1 20 1 3 1 1 0 0 1 0 12 1 "1" "1"
"545" 16 2 2 8 1 4 1 "1" 1 19 0 0 2 0 0 0 0 0 9 2 "1" "1"
"546" 17 2 2 10 1 3 2 "1" 1 3 0 0 2 0 0 0 0 0 14 1 "3" "0"
"547" 20 2 2 9 1 1 1 "1" 1 4 0 1 1 0 1 0 0 0 13 1 "1" "1"
"548" 17 2 2 10 1 4 2 "1" 1 18 3 0 2 0 1 0 0 0 15 2 "3" "0"
"549" 15 2 2 9 1 1 1 "1" 1 4 0 2 1 1 1 0 0 0 12 1 "1" "1"
"550" 16 2 2 8 1 1 2 "1" 1 20 1 10 1 1 1 0 0 0 13 1 "1" "1"
"551" 17 1 2 10 1 2 2 "1" 1 3 1 1 1 1 0 0 0 0 15 1 "1" "0"
"552" 17 2 2 7 1 9 9 "1" 1 50 2 1 1 0 0 0 0 0 12 2 "3" "0"
"553" 20 1 2 10 1 2 1 "1" 1 2 1 0 2 0 1 0 0 0 11 2 "1" "1"
"554" 19 2 2 10 1 1 1 "1" 1 1 1 0 2 0 1 0 0 0 15 1 "3" "1"
"555" 16 2 2 9 1 1 1 "2" 1 9 2 8 1 1 1 1 1 1 9 2 "3" "1"
"556" 19 2 2 8 1 3 2 "1" 1 2 1 1 1 1 1 1 0 0 12 2 "3" "1"
"557" 19 2 2 12 1 1 1 "1" 1 96 1 2 1 1 1 1 0 0 14 1 "3" "1"
"558" 19 2 2 10 1 3 2 "1" 1 2 0 0 2 0 0 1 0 0 13 1 "3" "1"
"559" 18 2 2 9 1 1 1 "1" 1 10 1 1 1 0 1 0 0 0 13 2 "3" "0"
"560" 18 2 2 10 1 4 2 "1" 1 20 1 0 2 1 1 0 0 0 10 2 "3" "0"
"561" 15 2 2 9 1 4 1 "1" 1 4 0 0 2 0 0 0 0 0 12 1 "1" "1"
"562" 17 2 2 10 1 1 2 "1" 1 5 1 1 1 0 1 0 0 0 10 1 "3" "1"
"563" 19 2 2 10 1 1 2 "1" 1 96 0 0 2 0 0 0 0 0 13 1 "1" "1"
"564" 19 2 2 11 1 1 2 "1" 1 3 1 0 2 1 0 0 0 0 13 1 "1" "1"
"565" 19 2 2 14 1 9 2 "2" 0 30 1 3 1 0 0 0 0 0 12 1 "3" "0"
"566" 19 2 2 11 1 1 2 "1" 1 8 1 0 2 0 1 0 0 0 13 1 "1" "1"
"567" 18 2 2 10 1 1 2 "1" 1 1 0 0 2 0 0 0 0 0 15 1 "3" "1"
"568" 18 1 2 10 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 16 1 "3" "0"
"569" 19 2 2 10 1 1 1 "1" 1 1 0 0 2 0 0 0 0 0 14 2 "3" "0"
"570" 15 2 2 8 1 1 2 "1" 1 7 2 3 1 1 1 0 0 0 11 1 "1" "1"
"571" 20 2 2 8 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 14 1 "1" "1"
"572" 19 2 2 8 1 1 2 "1" 1 3 0 0 2 0 1 0 0 0 12 1 "3" "1"
"573" 17 2 2 9 1 1 2 "1" 1 2 1 0 2 1 0 0 0 0 16 1 "3" "0"
"574" 15 1 2 7 1 1 2 "1" 1 1 0 0 2 0 0 0 0 0 13 2 "1" "1"
"575" 19 1 1 8 1 1 2 "1" 1 99 0 0 2 0 0 0 0 0 12 9 "1" "1"
"576" 19 2 2 11 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 15 1 "1" "0"
"577" 16 1 1 8 1 1 2 "1" 1 99 1 2 1 0 1 0 0 0 15 1 "3" "1"
"578" 18 1 1 9 1 1 2 "1" 1 2 0 0 2 0 0 0 0 0 13 1 "3" "1"
"579" 15 1 1 6 1 3 2 "1" 1 40 5 30 1 1 0 0 0 0 8 1 "3" "0"
"580" 20 2 2 6 1 4 2 "1" 1 26 40 38 1 1 1 1 0 0 7 1 "1" "1"
"581" 18 2 1 12 1 1 2 "1" 1 9 1 6 1 1 1 0 1 0 14 1 "1" "1"
"582" 18 2 2 8 1 1 1 "1" 1 5 1 0 2 1 0 0 0 0 13 2 "1" "0"
"583" 18 2 2 10 1 1 2 "1" 1 10 1 0 2 0 0 0 0 0 13 2 "3" "0"
"584" 18 2 2 10 1 9 1 "2" 1 10 0 5 1 1 1 0 0 0 14 2 "1" "1"
"585" 19 2 2 9 1 1 2 "1" 1 5 0 2 1 1 0 0 0 0 13 2 "1" "1"
"586" 20 2 2 9 1 3 2 "1" 1 12 1 1 1 0 1 0 0 0 14 1 "1" "1"
"587" 19 4 2 9 1 1 1 "1" 1 6 1 0 2 1 0 0 0 0 13 1 "1" "1"
"588" 15 2 2 9 1 3 2 "1" 1 10 1 1 1 1 0 0 0 0 11 2 "1" "1"
"589" 16 2 2 10 1 1 2 "1" 1 1 0 0 2 0 0 0 0 0 15 2 "3" "0"
"590" 15 2 2 7 1 1 2 "2" 0 14 2 4 1 0 1 0 0 0 12 2 "1" "0"
"591" 19 2 2 10 1 1 2 "1" 1 1 0 2 1 0 0 0 0 0 15 1 "1" "1"
"592" 17 2 2 10 1 1 2 "2" 1 15 1 3 1 1 1 0 0 0 12 2 "1" "1"
"593" 14 2 2 8 1 1 2 "2" 0 2 1 0 2 0 1 0 0 0 14 2 "1" "1"
"594" 19 2 2 11 1 1 1 "2" 1 31 2 0 2 1 1 0 1 1 8 2 "2" "1"
"595" 15 2 2 9 1 1 2 "1" 1 26 2 2 1 0 1 0 0 0 11 2 "1" "0"
"596" 18 1 2 10 1 3 2 "1" 1 2 2 1 1 1 0 1 0 1 14 2 "1" "1"
"597" 16 2 2 11 1 9 2 "2" 0 23 1 0 2 0 1 0 0 0 14 2 "1" "0"
"598" 16 1 2 10 1 3 2 "2" 0 6 1 1 1 0 1 0 0 0 13 2 "2" "1"
"599" 17 2 2 9 1 3 1 "1" 1 19 1 3 1 1 1 0 0 0 11 2 "1" "1"
"600" 17 1 1 9 1 1 1 "1" 1 20 1 1 1 0 1 0 0 0 10 2 "1" "1"
"601" 14 1 2 9 1 3 2 "1" 1 2 1 0 2 0 0 0 0 0 13 2 "1" "1"
"602" 16 2 2 10 1 4 2 "1" 1 2 1 0 2 0 0 0 1 1 14 2 "1" "0"
"603" 15 1 2 6 1 1 2 "1" 1 4 2 1 1 0 0 0 0 1 12 9 "1" "1"
"604" 16 2 2 11 1 2 1 "1" 1 1 1 0 2 0 0 0 0 0 16 2 "3" "0"
"605" 15 2 2 9 1 1 2 "2" 0 7 1 7 1 0 1 0 0 0 14 2 "1" "0"
"606" 17 2 2 11 1 1 2 "1" 1 3 2 1 1 0 1 0 0 0 13 2 "3" "0"
"607" 16 1 2 10 1 3 2 "1" 1 2 0 1 1 0 0 0 0 0 15 1 "1" "1"
"608" 15 2 2 9 1 4 2 "1" 1 10 1 4 1 0 1 0 0 1 14 2 "1" "1"
"609" 18 1 2 10 1 1 2 "4" 0 4 1 1 1 0 0 0 0 0 16 2 "3" "1"
"610" 14 1 2 8 1 1 1 "1" 1 2 1 0 2 0 1 0 0 0 13 2 "1" "0"
"611" 14 1 2 9 1 3 1 "2" 1 30 3 3 1 1 1 0 1 0 6 2 "1" "1"
"612" 16 1 1 9 1 3 1 "1" 1 2 1 1 1 1 1 0 0 0 15 1 "1" "1"
"613" 16 2 2 11 1 3 1 "2" 0 1 1 0 2 0 1 0 0 0 16 2 "1" "0"
"614" 16 1 2 9 1 1 1 "2" 0 6 1 0 2 0 1 0 0 0 12 2 "1" "1"
"615" 17 1 2 11 1 1 2 "2" 0 18 1 1 1 0 1 0 0 1 15 2 "1" "1"
"616" 19 1 2 9 1 4 2 "2" 0 5 2 2 1 0 1 0 0 1 14 2 "1" "1"
"617" 15 2 2 8 1 1 1 "1" 1 4 1 1 1 1 1 0 0 0 13 2 "1" "1"
"618" 17 2 2 10 1 3 1 "2" 1 25 1 11 1 1 1 0 0 0 9 1 "1" "1"
"619" 14 1 1 7 1 3 9 "1" 1 2 1 0 2 1 0 0 0 1 12 2 "1" "1"
"620" 18 2 2 8 1 2 1 "1" 1 4 1 0 2 0 0 0 0 0 11 1 "3" "0"
"621" 16 2 2 9 1 1 1 "1" 1 6 3 6 1 0 1 0 0 0 11 2 "1" "1"
"622" 15 1 2 9 1 3 2 "1" 1 20 2 0 2 0 1 0 0 0 10 2 "1" "1"
"623" 17 1 2 9 1 1 1 "2" 0 5 1 4 1 0 1 0 0 0 13 2 "1" "1"
"624" 15 2 2 9 1 4 2 "2" 0 1 1 1 1 0 1 0 0 0 15 1 "1" "1"
"625" 18 2 2 11 1 3 1 "1" 1 6 2 3 1 0 1 1 1 0 13 2 "2" "1"
"626" 16 2 2 9 1 4 2 "1" 1 2 1 3 1 1 0 0 0 0 15 1 "3" "0"
"627" 18 1 1 9 1 3 2 "1" 1 20 1 1 1 0 0 0 1 0 14 1 "1" "1"
"628" 16 9 1 11 1 2 1 "1" 1 20 1 0 2 1 1 0 0 0 11 2 "3" "1"
"629" 17 2 2 9 1 3 2 "1" 1 2 1 1 1 0 0 1 1 1 16 2 "1" "0"
"630" 17 2 2 8 1 3 1 "1" 1 10 2 2 1 1 1 0 1 0 14 1 "1" "0"
"631" 19 2 2 11 1 4 2 "3" 0 10 1 3 1 0 0 1 0 0 13 2 "1" "1"
"632" 16 2 2 11 1 1 2 "2" 0 7 0 1 1 0 0 0 0 0 13 2 "3" "1"
"633" 18 1 2 8 1 5 2 "1" 1 12 6 10 1 1 1 1 1 1 9 1 "1" "1"
"634" 16 2 2 6 1 1 2 "2" 1 20 2 0 2 1 1 0 0 0 13 2 "3" "0"
"635" 17 2 2 9 1 4 2 "9" 0 5 2 0 2 0 1 0 1 0 14 2 "1" "0"
"636" 17 2 2 10 1 1 2 "1" 1 7 2 0 2 1 0 0 0 0 15 1 "3" "1"
"637" 16 1 2 10 1 1 1 "2" 0 15 0 0 2 0 0 0 0 0 13 1 "1" "1"
"638" 16 2 2 10 1 1 1 "1" 1 2 4 0 2 0 1 1 0 0 13 2 "2" "1"
"639" 16 2 2 10 1 1 2 "4" 0 2 1 0 2 0 0 0 0 0 14 1 "1" "0"
"640" 18 2 2 11 1 1 2 "1" 1 3 0 0 2 0 0 0 0 0 16 1 "1" "1"
"641" 17 2 2 11 1 1 1 "1" 1 2 1 0 2 1 0 0 0 0 13 2 "1" "1"
"642" 18 2 2 9 1 3 2 "2" 0 5 2 3 1 0 1 0 0 0 13 2 "1" "1"
"643" 17 2 2 11 1 3 2 "1" 1 7 3 0 2 1 1 0 0 0 14 2 "1" "1"
"644" 17 2 1 10 1 1 1 "1" 1 3 2 1 1 1 1 0 0 0 15 2 "1" "1"
"645" 17 2 2 10 1 1 2 "2" 0 7 2 99 1 0 1 0 0 0 13 2 "1" "1"
"646" 16 2 2 8 1 1 2 "1" 1 5 1 0 2 0 0 0 0 0 13 2 "1" "1"
"647" 17 2 2 11 1 3 2 "2" 1 4 2 1 1 1 1 0 0 0 14 2 "2" "0"
"648" 16 1 2 8 1 1 2 "1" 1 4 2 1 1 1 1 1 1 0 14 2 "1" "1"
"649" 16 2 2 9 1 1 2 "2" 0 1 1 1 1 0 0 0 0 0 14 2 "1" "1"
"650" 18 2 2 10 1 3 2 "1" 1 20 1 0 2 0 1 0 0 0 11 1 "1" "1"
"651" 19 5 1 10 1 1 9 "1" 1 99 99 2 1 0 0 1 0 0 99 9 "9" "1"
"652" 17 1 2 8 1 4 1 "1" 1 10 4 2 1 0 1 1 0 1 9 1 "1" "1"
"653" 18 2 2 10 1 1 2 "1" 1 15 1 2 1 1 1 0 1 0 16 1 "1" "1"
"654" 18 2 2 7 1 1 2 "1" 1 3 1 4 1 0 1 0 0 0 13 2 "3" "0"
"655" 18 2 2 11 1 3 2 "1" 1 3 0 1 1 1 0 0 0 0 15 1 "3" "1"
"656" 16 2 9 10 1 3 9 "2" 1 99 1 0 2 1 0 0 0 0 15 2 "9" "1"
"657" 17 2 2 10 1 4 2 "2" 0 5 1 0 2 0 1 0 0 0 13 2 "3" "0"
"658" 17 2 2 9 1 7 9 "2" 1 18 2 1 1 1 1 0 0 1 10 1 "1" "1"
"659" 17 2 2 11 1 1 2 "1" 1 4 0 0 2 1 0 0 0 0 15 1 "3" "1"
"660" 16 1 2 8 1 1 2 "2" 0 4 2 2 1 0 1 1 0 1 13 1 "1" "1"
"661" 17 2 2 8 1 1 1 "1" 1 3 2 1 1 0 1 0 1 0 13 1 "1" "1"
"662" 14 1 1 7 1 4 1 "1" 1 6 1 5 1 0 1 0 0 1 13 1 "2" "0"
"663" 17 1 2 9 1 2 2 "2" 1 13 12 0 2 1 1 0 1 1 12 2 "1" "1"
"664" 16 2 2 8 1 1 2 "1" 1 3 1 3 1 1 0 0 0 1 13 1 "3" "1"
"665" 16 2 2 9 1 1 2 "1" 1 99 1 1 1 0 0 0 0 0 15 1 "3" "0"
"666" 16 2 2 8 1 1 2 "1" 1 2 0 0 2 0 0 0 0 0 14 1 "3" "0"
"667" 17 2 2 10 1 1 2 "1" 1 5 1 0 2 0 1 0 0 0 12 1 "3" "1"
"668" 17 2 2 9 1 3 2 "1" 1 15 0 0 2 0 0 0 0 0 15 1 "1" "1"
"669" 17 2 2 10 1 1 2 "1" 1 7 1 0 2 0 0 0 0 0 12 2 "3" "0"
"670" 15 2 2 8 1 4 1 "2" 1 15 1 0 2 1 1 0 0 1 12 2 "1" "1"
"671" 18 1 1 9 1 1 2 "1" 1 5 1 0 2 0 1 0 0 0 13 1 "3" "1"
"672" 17 2 9 10 1 3 2 "1" 1 40 1 0 2 0 0 0 1 0 13 2 "3" "1"
"673" 15 2 2 9 1 1 2 "1" 1 50 1 0 2 1 1 0 0 0 10 1 "3" "0"
"674" 16 2 2 10 1 1 2 "1" 1 1 0 0 2 0 0 0 0 0 15 1 "2" "1"
"675" 15 2 2 10 1 3 2 "2" 1 20 5 0 2 1 1 1 0 0 7 2 "1" "1"
"676" 17 1 1 10 1 1 2 "1" 1 8 2 0 2 0 1 0 0 0 15 2 "3" "1"
"677" 16 2 2 9 1 1 2 "1" 1 9 2 0 2 0 1 0 0 0 14 2 "1" "1"
"678" 19 1 1 9 1 1 2 "1" 1 6 2 3 1 1 1 1 1 0 12 1 "3" "1"
"679" 17 2 2 10 1 1 1 "1" 1 10 1 0 2 1 1 1 1 0 8 1 "1" "1"
"680" 18 2 2 9 1 1 2 "1" 1 13 1 4 1 1 0 0 1 0 12 1 "1" "1"
"681" 18 5 1 8 1 3 2 "1" 1 36 2 3 1 1 1 0 0 1 14 1 "1" "1"
"682" 18 2 2 11 1 1 2 "2" 1 16 0 1 1 1 1 0 1 0 14 1 "1" "1"
"683" 16 2 2 10 1 1 2 "1" 1 2 1 1 1 0 0 0 1 0 15 1 "1" "1"
"684" 18 2 2 7 1 3 2 "2" 1 30 1 3 1 1 1 0 0 1 10 2 "1" "1"
"685" 15 1 2 9 1 1 1 "1" 1 30 3 14 1 1 1 0 0 1 9 2 "1" "1"
"686" 16 2 2 8 1 4 2 "1" 1 6 1 0 2 1 1 0 0 1 13 1 "1" "1"
"687" 18 2 2 10 1 3 1 "9" 0 12 2 7 1 0 1 0 0 1 15 1 "3" "1"
"688" 16 1 2 9 1 5 2 "1" 1 2 0 0 2 0 0 0 0 0 14 1 "3" "1"
"689" 15 1 1 8 1 3 2 "2" 1 16 1 5 1 1 1 1 0 0 13 1 "2" "1"
"690" 18 2 2 10 1 3 1 "1" 1 18 4 12 1 1 1 1 0 1 14 2 "1" "1"
"691" 16 2 2 10 1 1 2 "1" 1 7 2 1 1 0 1 0 0 0 13 2 "2" "0"
"692" 17 2 2 10 1 1 1 "2" 0 3 1 0 2 0 0 0 0 0 16 2 "1" "1"
"693" 17 2 2 10 1 3 1 "2" 0 3 1 0 2 0 1 0 0 0 15 2 "1" "1"
"694" 16 2 1 9 1 3 1 "1" 1 2 1 0 2 1 0 0 0 0 13 1 "1" "1"
"695" 16 1 2 10 1 1 1 "1" 1 16 3 5 1 1 1 1 1 1 10 2 "1" "1"
"696" 17 2 2 10 1 1 1 "1" 1 4 1 0 2 1 1 1 1 0 11 1 "1" "1"
"697" 14 2 2 8 1 1 2 "2" 0 23 4 13 1 0 1 1 1 1 12 1 "2" "1"
"698" 14 1 2 8 1 3 2 "2" 0 4 1 2 1 0 1 0 0 1 11 2 "1" "1"
"699" 15 1 2 9 1 1 2 "5" 0 6 1 1 1 0 0 0 0 1 12 2 "1" "1"
"700" 17 4 2 10 1 7 1 "2" 0 10 3 1 1 0 1 0 1 0 14 2 "1" "1"
"701" 15 4 2 9 1 5 2 "2" 1 4 1 0 2 1 1 0 0 0 10 1 "1" "1"
"702" 17 1 2 11 1 1 2 "2" 0 2 0 0 2 0 1 0 0 0 16 2 "1" "1"
"703" 15 1 2 9 1 1 2 "5" 1 6 1 9 1 1 1 0 0 1 13 2 "1" "1"
"704" 14 1 2 8 1 5 2 "5" 0 1 2 0 2 0 0 0 0 1 14 2 "1" "0"
"705" 14 1 2 8 1 3 1 "2" 1 11 1 0 2 1 0 1 0 0 10 2 "1" "1"
"706" 17 1 2 11 1 3 2 "2" 0 4 1 0 2 0 1 0 0 0 16 2 "1" "1"
"707" 14 1 2 7 1 1 1 "2" 0 4 1 1 1 0 1 0 0 0 13 2 "1" "1"
"708" 17 1 2 10 1 1 2 "2" 1 9 4 7 1 1 1 1 0 0 13 2 "3" "1"
"709" 14 1 2 9 1 3 2 "2" 0 5 3 0 2 0 1 0 0 1 13 2 "2" "1"
"710" 13 1 2 7 1 3 2 "2" 1 4 3 1 1 1 1 0 0 0 13 2 "1" "1"
"711" 16 1 2 9 1 3 1 "2" 0 1 0 2 1 0 1 0 0 0 16 2 "1" "1"
"712" 14 4 2 8 1 1 1 "2" 0 10 7 2 1 0 1 0 1 0 10 2 "1" "1"
"713" 15 1 2 10 1 1 1 "5" 0 4 0 1 1 0 0 1 0 0 12 2 "1" "1"
"714" 14 4 2 9 1 1 1 "1" 1 2 1 2 1 1 1 0 0 0 13 2 "1" "1"
"715" 15 1 2 9 1 3 2 "1" 1 2 3 0 2 0 1 0 0 1 14 2 "1" "1"
"716" 16 4 2 9 1 2 1 "2" 1 7 2 8 1 1 1 0 0 1 10 2 "1" "1"
"717" 16 2 2 9 1 4 1 "1" 1 4 1 0 2 0 0 0 0 1 15 2 "2" "1"
"718" 17 1 2 12 1 3 1 "3" 0 25 1 0 2 0 0 1 0 1 12 2 "1" "1"
"719" 15 1 2 8 1 1 1 "2" 0 10 3 6 1 0 1 0 0 1 12 2 "1" "1"
"720" 15 1 2 9 1 1 2 "2" 0 15 2 0 2 0 1 0 0 0 9 2 "1" "1"
"721" 13 1 2 8 1 3 2 "1" 1 10 1 2 1 0 1 0 0 1 4 2 "1" "1"
"722" 16 3 2 10 1 3 2 "2" 0 1 2 1 1 0 1 0 0 0 16 2 "1" "1"
"723" 17 1 2 11 1 1 1 "4" 0 99 2 0 2 0 0 0 0 1 17 2 "1" "1"
"724" 17 1 2 8 1 1 2 "2" 0 1 1 1 1 0 1 0 0 0 16 2 "1" "1"
"725" 15 1 2 9 1 1 1 "1" 1 3 0 1 1 0 1 0 0 0 15 2 "1" "1"
"726" 17 1 2 12 1 3 1 "2" 0 8 1 0 2 0 1 0 0 0 14 2 "1" "1"
"727" 15 2 2 8 1 3 2 "1" 1 7 0 2 1 1 0 0 0 0 13 2 "1" "1"
"728" 17 1 2 11 1 3 1 "2" 0 1 1 0 2 0 0 0 1 0 17 2 "1" "1"
"729" 16 1 2 10 1 3 2 "2" 1 5 4 0 2 1 1 0 0 0 12 2 "1" "1"
"730" 17 1 2 9 1 3 1 "1" 1 1 0 1 1 0 0 0 0 0 16 2 "1" "0"
"731" 17 1 2 9 1 1 1 "1" 1 1 0 0 2 0 0 0 0 0 16 1 "1" "1"
"732" 14 4 2 8 1 1 1 "1" 1 15 2 1 1 0 1 0 0 1 7 2 "1" "1"
"733" 15 1 2 8 1 1 1 "2" 0 3 21 99 9 0 1 0 0 0 14 2 "1" "0"
"734" 17 1 2 10 1 1 1 "2" 0 1 0 0 2 0 0 0 0 0 16 2 "1" "0"
"735" 17 4 2 12 1 3 2 "1" 1 1 3 2 1 0 1 1 0 0 17 2 "1" "1"
"736" 17 1 2 10 1 3 2 "2" 0 1 4 0 2 0 1 0 1 0 16 2 "1" "1"
"737" 16 1 1 9 1 3 1 "2" 0 15 2 1 1 0 1 0 0 0 9 2 "1" "1"
"738" 17 1 2 10 1 3 1 "2" 0 2 1 0 2 0 1 0 0 0 16 2 "1" "1"
"739" 14 4 2 7 1 3 1 "2" 0 4 0 1 1 0 0 0 0 1 13 1 "3" "1"
"740" 17 4 2 8 1 1 1 "2" 0 5 2 1 1 0 1 0 0 1 15 2 "1" "1"
"741" 16 4 2 10 1 4 1 "2" 1 4 2 6 1 1 1 1 0 1 9 2 "1" "1"
"742" 17 1 2 10 1 1 1 "2" 0 6 4 0 2 0 1 0 0 1 15 2 "1" "1"
"743" 15 1 2 10 1 3 2 "2" 0 1 0 0 2 0 0 0 0 0 15 2 "3" "0"
"744" 15 1 2 10 1 3 1 "2" 0 8 1 0 2 0 1 0 0 0 12 1 "1" "1"
"745" 15 1 2 8 2 1 1 "1" 1 96 99 17 1 1 1 1 1 1 9 2 "1" "1"
"746" 16 1 2 8 2 3 2 "2" 0 6 4 20 1 0 1 1 0 1 12 2 "1" "1"
"747" 16 2 2 8 2 7 1 "1" 1 2 0 0 2 0 0 0 0 0 15 1 "3" "0"
"748" 15 1 2 8 2 3 2 "2" 0 20 0 0 2 0 0 0 0 0 12 2 "1" "1"
"749" 15 2 2 9 2 1 2 "2" 0 2 0 0 2 0 0 0 0 0 15 2 "3" "1"
"750" 16 2 2 10 2 3 2 "1" 1 8 1 3 1 1 1 0 0 0 14 2 "2" "1"
"751" 14 1 2 9 2 1 1 "2" 0 4 1 0 2 0 1 0 0 1 11 2 "1" "1"
"752" 16 2 2 10 1 1 2 "1" 1 10 2 0 2 0 1 0 0 1 12 2 "1" "1"
"753" 17 1 2 10 1 3 1 "2" 0 5 4 4 1 0 1 1 0 1 14 2 "1" "1"
"754" 17 1 2 11 1 3 2 "2" 1 10 0 3 1 1 1 0 0 0 14 1 "1" "1"
"755" 17 2 2 10 1 3 2 "1" 1 8 0 0 2 0 0 0 0 0 14 2 "1" "1"
"756" 16 1 1 9 1 1 1 "2" 0 50 2 0 2 0 1 0 0 1 12 2 "1" "1"
"757" 17 4 2 10 1 1 2 "1" 1 2 0 0 2 0 0 0 0 0 17 2 "2" "1"
"758" 17 1 2 10 1 1 2 "1" 1 25 8 0 2 0 1 1 1 1 14 2 "1" "1"
"759" 17 1 2 11 1 1 2 "1" 1 2 1 0 2 0 1 0 0 0 9 2 "3" "1"
"760" 17 1 2 11 1 3 1 "2" 1 1 2 2 1 1 1 1 1 1 17 2 "1" "1"
"761" 15 1 2 8 1 3 2 "2" 0 10 0 10 1 0 1 0 0 1 13 2 "1" "1"
"762" 13 1 2 7 1 3 2 "2" 0 20 2 4 1 0 1 0 0 0 11 2 "1" "1"
"763" 13 2 2 8 1 1 2 "1" 1 10 1 0 2 1 0 0 0 0 8 2 "3" "0"
"764" 15 5 1 10 1 1 2 "1" 1 12 4 0 2 1 1 1 1 0 8 1 "1" "1"
"765" 15 1 2 8 1 1 2 "1" 1 40 8 1 1 1 1 0 0 1 10 2 "1" "1"
"766" 15 1 2 9 1 3 1 "2" 0 25 3 1 1 0 1 0 0 1 13 2 "1" "1"
"767" 16 2 2 9 1 1 9 "1" 1 3 0 0 2 0 0 0 0 0 12 2 "1" "1"
"768" 15 1 2 10 1 1 2 "2" 1 35 2 15 1 1 1 1 0 1 10 1 "1" "1"
"769" 16 1 2 11 1 1 1 "2" 1 15 4 0 2 1 1 0 0 1 10 2 "2" "1"
"770" 16 1 2 10 1 1 1 "2" 0 15 2 1 1 0 1 0 0 1 14 2 "1" "1"
"771" 15 1 2 9 1 1 2 "2" 0 15 1 1 1 0 1 0 0 1 14 2 "2" "1"
"772" 16 1 2 9 1 1 1 "2" 0 13 2 8 1 0 1 0 0 1 14 2 "1" "1"
"773" 17 4 2 10 1 1 1 "2" 0 7 2 3 1 0 1 0 0 1 11 2 "1" "1"
"774" 16 1 2 10 1 1 1 "2" 0 70 0 5 1 0 1 0 0 1 6 2 "1" "1"
"775" 16 1 2 8 1 1 1 "2" 0 6 2 5 1 0 1 0 1 1 13 2 "1" "1"
"776" 18 1 2 10 1 3 2 "1" 1 30 1 0 2 1 1 1 0 0 12 1 "1" "1"
"777" 16 2 2 10 1 2 1 "2" 0 15 1 1 1 0 1 0 0 1 14 2 "3" "0"
"778" 14 1 2 8 1 3 1 "1" 1 2 1 0 2 1 0 0 0 0 13 2 "1" "0"
"779" 17 1 2 11 1 3 2 "1" 1 5 2 0 2 1 1 0 0 0 14 2 "1" "0"
"780" 16 1 2 10 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 16 1 "1" "0"
"781" 16 4 2 8 1 7 1 "1" 1 1 0 4 1 1 1 0 0 0 14 2 "1" "1"
