"TotalComp" "WideIndustry" "Company" "CEO" "CityofBirth" "StateofBirth" "Age" "Undergrad" "UGDegree" "UGDate" "AgeOfUnder" "Graduate" "GradDegree" "MBA" "MasterPhd" "G_date" "AgeOfGradu" "YearsFirm" "YearsCEO" "Salary" "Bonus" "other" "St_gains" "Compfor5yrs" "Stockowned" "Sales" "Profits" "Returnover5yrs" "Industry" "IndustryCode" "Log10TC1"
"387" 1483510 "Financial" "Republic New York" "Mr. Walter H Weiner" "Brooklyn" "NY" 63 "U of Michigan" "BA" 52 21 "U of Michigan" "JD" 0 1 53 22 14 14 220750 1255000 7763 NA 5050360 0.0780000016093254 2328 301.200012207031 13 "Financial services-multinational banks" 1 6.17128992080688
"388" 2258990 "Financial" "Chemical Banking" "Mr. Walter V Shipley" "Newark" "NJ" 58 "NYU" "BS" 61 25 "" "none" 0 0 NA NA 38 1 750000 1500000 8994 NA NA 0.0469999983906746 12427 1569 6 "Financial services-multinational banks" 1 6.3539137840271
"389" 2909660 "Financial" "BankAmerica" "Mr. Richard M Rosenberg" "Fall River" "MA" 64 "Suffolk U" "BS" 52 22 "Golden Gate U" "LLB" 0 1 66 36 8 4 700000 1500000 709655 NA 12228700 0.0189999993890524 15900 1954 14 "Financial services-multinational banks" 1 6.46384191513062
"390" 15706100 "Financial" "Bankers Trust New Yo" "Mr. Charles S Sanford Jr" "Savannah" "GA" 57 "U of Georgia" "BA" 58 21 "U of Pennsylvan" "MBA" 1 1 60 23 33 7 750000 8115700 4032650 2807720 31104000 0.342000007629395 7800 1070 16 "Financial services-multinational banks" 1 7.19606781005859
"391" 3567130 "Financial" "Chase Manhattan" "Mr. Thomas G Labrecque" "Long Branch" "NJ" 55 "Villanova" "BA" 60 21 "" "none" 0 0 NA NA 30 4 750000 1500000 1037490 279634 7058520 0.0500000007450581 11417 466 3 "Financial services-multinational banks" 1 6.55231904983521
"392" 5827330 "Financial" "JP MorganCo" "Mr. DennisWeatherstone" "England" "" 63 "" "" NA NA "" "none" 0 0 NA NA 48 4 700000 2354400 748863 2024070 17238100 0.0640000030398369 11941 1723 14 "Financial services-multinational banks" 1 6.76547002792358
"393" 1442600 "Financial" "BayBanks" "Mr. William M Crozier Jr" "Brooklyn" "NY" 61 "Yale" "BA" 54 21 "Harvard" "MBA" 1 1 63 30 30 20 461250 249844 669796 61710 3597080 0.25 789 67.6999969482422 8 "Financial services-regional banks" 1 6.15914583206177
"394" 1621780 "Financial" "Fifth Third Bancorp" "Mr. George A Schaefer Jr" "Cincinnati" "OH" 49 "US Military Aca" "BS" 67 22 "Xavier U" "MBA" 1 1 74 29 23 3 539092 260000 119864 702823 4158210 0.177000001072884 954 196.399993896484 19 "Financial services-regional banks" 1 6.20999193191528
"395" 668831 "Financial" "First American Corp" "Mr. Dennis C Bottorff" "Clarksville" "IN" 49 "Vanderbilt U" "BE" 66 21 "Northwestern U" "MBA" 1 1 68 23 3 3 436000 218000 14831 NA 1265700 0.296000003814697 517 101.900001525879 9 "Financial services-regional banks" 1 5.82531595230103
"396" 1301160 "Financial" "Mercantile Bancorpor" "Mr. Thomas H Jacobsen" "Chicago" "IL" 54 "Lake Forest C" "BS" 63 23 "U of Chicago" "MBA" 1 1 68 28 5 5 525300 392662 383197 NA 5446510 0.212999999523163 893 117 17 "Financial services-regional banks" 1 6.11433076858521
"397" 2725440 "Financial" "Banc One" "Mr. John B McCoy" "Columbus" "OH" 50 "Williams C" "BA" 65 21 "Stanford U" "MBA" 1 1 67 23 27 10 972500 1020000 732938 NA 11447700 0.125 7227 1120.59997558594 20 "Financial services-regional banks" 1 6.43543720245361
"398" 2369230 "Financial" "First Alabama Bancsh" "Mr. J StanleyMackin" "Birmingham" "AL" 61 "Auburn U" "BS" 54 21 "" "none" 0 0 NA NA 28 4 525000 330383 1295470 218369 5345840 0.247999995946884 688 112 20 "Financial services-regional banks" 1 6.37460708618164
"399" 416382 "Financial" "Riggs National" "Mr. Joe L Allbritton" "D'Lo" "MS" 69 "Baylor U" "LLB" 49 24 "" "none" 0 0 NA NA 13 13 380000 NA 36382 NA 4746770 28.9610004425049 369 -94.1999969482422 -15 "Financial services-regional banks" 1 5.6194920539856
"400" 875180 "Financial" "Bank South" "Mr. Patrick L Flinn" "Washington" "DC" 52 "U of Illinois" "BA" 64 22 "Georgia State U" "MBA" 1 1 72 30 3 3 358631 496084 20465 NA 1708370 0.0590000003576279 435 70.9000015258789 10 "Financial services-regional banks" 1 5.94209718704224
"401" 2117870 "Financial" "First Fidelity Banco" "Mr. Anthony P Terracciano" "Bayonne" "NJ" 55 "St Peter's C" "BS" 60 21 "Fordham U" "MA" 0 1 62 23 4 4 738462 475000 629186 275226 7210310 0.0799999982118607 2429 396.5 14 "Financial services-regional banks" 1 6.32589912414551
"402" 1380420 "Financial" "Boatmen's Bancshares" "Mr. Andrew B Craig III" "Buffalo" "NY" 63 "Cornell" "BA" 55 24 "" "none" 0 0 NA NA 9 6 587523 373750 419144 NA 5438500 0.0359999984502792 2107 317.399993896484 18 "Financial services-regional banks" 1 6.14001083374023
"403" 2682580 "Financial" "First Union" "Mr. Edward E Crutchfield" "Dearborn" "MI" 52 "Davidson C" "BA" 63 21 "U of Pennsylvan" "MBA" 1 1 65 23 29 10 810000 810000 1062580 NA 9609750 0.0599999986588955 5755 817.5 19 "Financial services-regional banks" 1 6.42855310440063
"404" 935235 "Financial" "Comerica" "Mr. Eugene A Miller" "Detroit" "MI" 56 "Detroit Tech" "BBA" 64 26 "" "none" 0 0 NA NA 39 5 600000 261100 74135 NA 5327350 0.0949999988079071 2245 340.600006103516 15 "Financial services-regional banks" 1 5.9709210395813
"405" 1497150 "Financial" "SunTrust Banks" "Mr. James B Williams" "Sewanee" "TN" 61 "Emory U" "AB" 55 22 "" "none" 0 0 NA NA 39 4 550000 189461 757693 NA 5341860 0.379000008106232 3089 473.700012207031 19 "Financial services-regional banks" 1 6.17526483535767
"406" 1086720 "Financial" "National City" "Mr. Edward B Brandon" "Davenport" "IA" 62 "Northwestern U" "BS" 53 21 "U of Pennsylvan" "MBA" 1 1 56 24 38 7 630000 418560 38161 NA 5994850 0.0920000001788139 2702 404 15 "Financial services-regional banks" 1 6.0361180305481
"407" 611963 "Financial" "First Empire State" "Mr. Robert G Wilmers" "New York" "NY" 60 "Harvard" "BA" 56 22 "" "none" 0 0 NA NA 12 11 400000 200000 11963 NA 11969800 8.53899955749512 851 102 21 "Financial services-regional banks" 1 5.78672504425049
"408" 1959620 "Financial" "Fleet Financial Grou" "Mr. TerrenceMurray" "Woonsocket" "RI" 54 "Harvard" "BA" 62 22 "" "none" 0 0 NA NA 32 12 902000 990000 67622 NA 9044090 0.151999995112419 4678 488 11 "Financial services-regional banks" 1 6.29217195510864
"409" 465414 "Financial" "Old National Bancorp" "Mr. Dan W Mitchell" "Phoenix" "AZ" 66 "Indiana U" "BS" 50 22 "" "none" 0 0 NA NA 44 14 373500 NA 91914 NA 2188210 0.421999990940094 284 42.5 16 "Financial services-regional banks" 1 5.66783905029297
"410" 548341 "Financial" "Synovus Financial" "Mr. James H Blanchard" "Augusta" "GA" 52 "U of Georgia" "BBA" 63 21 "U of Georgia" "LLB" 0 1 65 23 24 24 288750 144375 115216 NA 3483420 0.782999992370605 615 74.0999984741211 16 "Financial services-regional banks" 1 5.73905086517334
"411" 1124520 "Financial" "Roosevelt Financial" "Mr. Stanley J Bradshaw" "Terre Haute" "IN" 36 "Indiana State U" "BS" 79 21 "Butler U" "MBA" 1 1 84 26 8 3 290000 174000 167008 493515 2213660 1.26699995994568 244 38.0999984741211 35 "Financial services-regional banks" 1 6.0509672164917
"412" 2578110 "Financial" "First Commerce" "Mr. IanArnof" "McCrory" "AR" 54 "Vanderbilt U" "BA" 61 21 "Harvard" "MBA" 1 1 63 23 16 11 516667 210000 438233 1413210 5073240 0.504999995231628 496 95.1999969482422 26 "Financial services-regional banks" 1 6.41130113601685
"413" 912994 "Financial" "Star Banc" "Mr. Jerry A Grundhofer" "Los Angeles" "CA" 50 "Loyola Marymoun" "BA" 67 23 "" "none" 0 0 NA NA 1 1 550000 190743 172251 NA NA 0.0270000007003546 631 100.300003051758 17 "Financial services-regional banks" 1 5.96046781539917
"414" 1247690 "Financial" "First Financial Corp" "Mr. John C Seramur" "Milwaukee" "WI" 51 "Marquette U" "BS" 65 22 "" "none" 0 0 NA NA 28 28 600000 260000 217794 169894 4106010 2.75200009346008 378 45.2000007629395 36 "Financial services-regional banks" 1 6.096107006073
"415" 1383070 "Financial" "First Tennessee Nati" "Mr. RalphHorn" "Corinth" "MS" 53 "Mississippi Sta" "BS" 63 22 "" "none" 0 0 NA NA 31 1 370192 185096 827777 NA NA 0.344999998807907 857 120.699996948242 23 "Financial services-regional banks" 1 6.14084386825562
"416" 3245430 "Financial" "First Bank System" "Mr. John F Grundhofer" "Los Angeles" "CA" 55 "Loyola U" "BA" 60 21 "USC" "MBA" 1 1 64 25 4 4 587500 630000 460410 1567520 8174660 0.116999998688698 2231 298 14 "Financial services-regional banks" 1 6.51127195358276
"417" 536930 "Financial" "United Carolina Banc" "Mr. E RhoneSasser" "Columbus" "NC" 57 "NC State U" "BS" 59 22 "" "none" 0 0 NA NA 27 11 360000 149546 27384 NA 2236690 0.485000014305115 242 31.7000007629395 16 "Financial services-regional banks" 1 5.72991800308228
"418" 737191 "Financial" "Commerce Bancshares" "Mr. David W Kemper" "Kansas City" "MO" 43 "Harvard" "BA" 72 21 "Stanford U" "MBA" 1 1 76 25 16 8 467500 150000 7816 111875 4181430 1.29100000858307 582 86.9000015258789 18 "Financial services-regional banks" 1 5.8675799369812
"419" 2948250 "Financial" "FirsTier Financial" "Mr. David A Rismiller" "Baltimore" "MD" 58 "Ohio State U" "BS" 59 23 "" "none" 0 0 NA NA 6 5 310000 200000 550750 1887500 6027710 0.580999970436096 256 47.9000015258789 22 "Financial services-regional banks" 1 6.46956396102905
"420" 1585470 "Financial" "OnBancorp" "Mr. Robert J Bennett" "Fitchburg" "MA" 52 "Babson C" "BS" 63 21 "U of Massachuse" "MBA" 1 1 66 24 7 5 393378 300000 3466 888625 3825490 1.14400005340576 374 58 26 "Financial services-regional banks" 1 6.20015811920166
"421" 687147 "Financial" "US Bancorp" "Mr. Gerry B Cameron" "Grandview" "WA" 55 "Portland State" "BS" 62 23 "" "none" 0 0 NA NA 38 1 248750 225000 213397 NA NA 0.0869999974966049 1966 257.899993896484 19 "Financial services-regional banks" 1 5.83704996109009
"422" 960565 "Financial" "Integra Financial" "Mr. William F Roemer" "Youngstown" "OH" 60 "Princeton" "BA" 55 21 "" "none" 0 0 NA NA 24 15 536667 322000 101898 NA 3168540 0.063000001013279 1114 152.800003051758 19 "Financial services-regional banks" 1 5.9825267791748
"423" 987400 "Financial" "Mercantile Bankshare" "Mr. H FurlongBaldwin" "Baltimore" "MD" 62 "Princeton" "AB" 54 22 "" "none" 0 0 NA NA 38 18 648900 253100 85400 NA 4778700 0.379999995231628 455 82.4000015258789 10 "Financial services-regional banks" 1 5.99449300765991
"424" 1047910 "Financial" "SouthTrust" "Mr. Wallace D Malone Jr" "Dothan" "AL" 57 "U of Alabama" "BS" 57 20 "U of Pennsylvan" "MBA" 1 1 60 23 35 13 605016 363000 79891 NA 6933140 1.68900001049042 1102 150.5 19 "Financial services-regional banks" 1 6.02032423019409
"425" 1117250 "Financial" "State Street Boston" "Mr. Marshall N Carter" "Newport News" "VA" 54 "US Military Aca" "BSC" 62 22 "George Washingt" "MA" 0 1 76 36 3 2 643753 450000 23497 NA 3380830 0.00100000004749745 1532 179.800003051758 23 "Financial services-regional banks" 1 6.04815006256104
"426" 761066 "Financial" "Collective Bancorp" "Mr. Thomas H Hamilton" "Egg Harbor City" "NJ" 63 "Rutgers" "BS" 53 22 "" "none" 0 0 NA NA 39 32 292981 117649 25195 325241 3218140 3.75600004196167 250 57.0999984741211 34 "Financial services-regional banks" 1 5.88142204284668
"427" 523040 "Financial" "First Citizens BancS" "Mr. Lewis R Holding" "Smithfield" "NC" 66 "U of North Caro" "BS" 50 22 "Harvard" "MBA" 1 1 52 24 41 37 471274 41593 10173 NA 2175340 9.57499980926514 451 55.5999984741211 NA "Financial services-regional banks" 1 5.71853494644165
"428" 1200490 "Financial" "Deposit Guaranty" "Mr. Emerson B Robinson Jr" "Centreville" "MS" 52 "Davidson C" "BS" 63 21 "Harvard" "MBA" 1 1 67 25 27 10 364064 413820 22205 400400 3114590 0.497999995946884 374 66.5999984741211 16 "Financial services-regional banks" 1 6.07935905456543
"429" 3012660 "Financial" "Bank of New York" "Mr. JohnCarter Bacot" "Utica" "NY" 61 "Hamilton C" "AB" 55 22 "Cornell" "LLB" 0 1 58 25 34 12 898462 1950000 164194 NA 8560330 0.209999993443489 3822 559 9 "Financial services-regional banks" 1 6.47895002365112
"430" 535817 "Financial" "Michigan National" "Mr. Robert J Mylod" "Brooklyn" "NY" 54 "St John's U NY" "BA" 61 21 "" "none" 0 0 NA NA 9 9 529259 NA 6558 NA 10973800 0.651000022888184 935 27.7999992370605 13 "Financial services-regional banks" 1 5.72901582717896
"431" 979092 "Financial" "MarshallIlsley" "Mr. James B Wigdale" "Milwaukee" "WI" 57 "Stanford U" "BA" 59 22 "" "none" 0 0 NA NA 32 2 450000 325000 204092 NA NA 0.490000009536743 787 125.5 19 "Financial services-regional banks" 1 5.9908242225647
"432" 770034 "Financial" "Dauphin Deposit" "Mr. William J King" "Philadelphia" "PA" 65 "U of Pennsylvan" "BBA" 74 45 "La Salle Univer" "MBA" 1 1 80 51 15 8 425000 193996 5695 145343 2851380 0.111000001430511 360 64.5 14 "Financial services-regional banks" 1 5.88650989532471
"433" 921921 "Financial" "Wachovia" "Mr. Leslie M Baker Jr" "Lovettsville" "VA" 52 "U of Richmond" "BA" 64 22 "U of Virginia" "MBA" 1 1 69 27 25 1 450000 247500 48395 176026 NA 0.0500000007450581 2742 492.100006103516 16 "Financial services-regional banks" 1 5.96469402313232
"434" 397219 "Financial" "Keystone Financial" "Mr. Carl L Campbell" "Sunbury" "PA" 51 "Susquehanna U" "BS" 65 22 "" "none" 0 0 NA NA 22 12 330000 55940 11279 NA 1678180 0.119999997317791 256 39.4000015258789 16 "Financial services-regional banks" 1 5.59903001785278
"435" 447308 "Financial" "Union Bank" "Mr. KanetakaYoshida" "Japan" "" 56 "Tokyo U" "LLB" 62 24 "" "none" 0 0 NA NA 32 1 447308 NA NA NA NA 0.00899999961256981 1266 83.0999984741211 8 "Financial services-regional banks" 1 5.65060710906982
"436" 1452890 "Financial" "CoreStates Financial" "Mr. Terrence A Larsen" "Chicago" "IL" 47 "U of Dallas" "BA" 68 21 "Texas AM" "PhD" 0 1 71 24 17 6 647000 483068 322823 NA 6545340 0.0829999968409538 2014 327.899993896484 8 "Financial services-regional banks" 1 6.16223287582397
"437" 3276450 "Financial" "Huntington Bancshare" "Mr. FrankWobst" "Germany" "" 60 "U of Erlangen" "BA" 55 21 "Rutgers" "MBA" 1 1 64 30 20 13 760000 646000 93344 1777100 8297420 0.513999998569489 1542 236.899993896484 23 "Financial services-regional banks" 1 6.51540422439575
"438" 1020460 "Financial" "Provident Bancorp" "Mr. Allen L Davis" "Dayton" "OH" 52 "U of Cincinnati" "BA" 64 22 "" "none" 0 0 NA NA 10 8 515031 400000 105431 NA 4374090 0.794000029563904 325 51.2999992370605 15 "Financial services-regional banks" 1 6.00879621505737
"439" 6209540 "Financial" "Norwest" "Mr. Richard M Kovacevich" "Tacoma" "WA" 50 "Stanford U" "BS" 65 21 "Stanford U" "MS" 0 1 66 22 8 1 700000 1260000 618430 3631110 NA 0.165000006556511 5277 653.599975585938 25 "Financial services-regional banks" 1 6.7930588722229
"440" 1121290 "Financial" "First Hawaiian" "Mr. Walter A Dods Jr" "Honolulu" "HI" 52 "U of Hawaii" "BBA" 67 25 "" "none" 0 0 NA NA 25 5 711190 334021 76077 NA 4890590 0.824999988079071 512 78.1999969482422 13 "Financial services-regional banks" 1 6.04971790313721
"441" 4164330 "Financial" "PNC Bank" "Mr. Thomas H O'Brien" "Pittsburgh" "PA" 57 "U of Notre Dame" "BS" 58 21 "Harvard" "MBA" 1 1 62 25 32 9 800000 1200000 139334 2025000 11187400 0.0710000023245811 4146 745.299987792969 11 "Financial services-regional banks" 1 6.61954498291016
"442" 962075 "Financial" "Midlantic" "Mr. Garry J Scheuring" "Fairmont" "MN" 54 "U of Notre Dame" "BS" 61 21 "U of Chicago" "MBA" 1 1 64 24 3 3 650000 305000 7075 NA 2712040 0.0439999997615814 1012 131.399993896484 -4 "Financial services-regional banks" 1 5.98320913314819
"443" 1221300 "Financial" "First Virginia Banks" "Mr. Robert H Zalokar" "West Mineral" "KS" 66 "U of Kansas" "BS" 50 22 "" "none" 0 0 NA NA 39 9 500000 306388 117410 297501 5142040 0.367000013589859 587 116 20 "Financial services-regional banks" 1 6.08682203292847
"444" 361000 "Financial" "Sumitomo Bank of Cal" "Mr. TadaichiIkagawa" "Japan" "" 55 "U of Kyoto" "BA" 61 22 "" "none" 0 0 NA NA 33 3 360000 NA 1000 NA 962009 0.0560000017285347 377 2.29999995231628 6 "Financial services-regional banks" 1 5.55750703811646
"445" 587796 "Financial" "Liberty National Ban" "Mr. Malcolm B Chancey Jr" "Louisville" "KY" 62 "U of Louisville" "BA" 54 22 "" "none" 0 0 NA NA 26 1 414000 66240 107556 NA NA 0.272000014781952 382 51.5 21 "Financial services-regional banks" 1 5.76922702789307
"446" 498500 "Financial" "Trustmark" "Mr. Frank R Day" "Aberdeen" "MS" 56 "U of Mississipp" "BA" 53 15 "" "none" 0 0 NA NA 36 13 325000 162500 11000 NA 1886400 4.35300016403198 336 48.5999984741211 25 "Financial services-regional banks" 1 5.69766521453857
"447" 1608620 "Financial" "Bancorp Hawaii" "Mr. H HowardStephenson" "Wichita" "KS" 64 "U of Michigan" "BA" 50 20 "U of Missouri" "JD" 0 1 58 28 35 5 591865 344324 509957 162473 10259900 0.430999994277954 938 132.600006103516 16 "Financial services-regional banks" 1 6.2064528465271
"448" 793214 "Financial" "Hibernia" "Mr. Stephen A Hansel" "Long Branch" "NJ" 46 "Wesleyan C" "BA" 69 21 "U of Virginia" "MBA" 1 1 71 23 2 2 450000 303750 39464 NA NA 0.108000002801418 367 48 -15 "Financial services-regional banks" 1 5.89939022064209
"449" 461213 "Financial" "Centura Banks" "Mr. Robert R Mauldin" "China Grove" "NC" 59 "U of North Caro" "BS" 59 24 "" "none" 0 0 NA NA 25 1 270000 120000 71213 NA NA 0.30799999833107 304 41.0999984741211 15 "Financial services-regional banks" 1 5.66390180587769
"450" 4838040 "Financial" "NationsBank" "Mr. Hugh L McColl Jr" "Bennettsville" "SC" 58 "U of North Caro" "BS" 57 21 "" "none" 0 0 NA NA 35 11 800000 1800000 2238040 NA 18496800 0.096000000834465 10392 1301.40002441406 9 "Financial services-regional banks" 1 6.68466901779175
"451" 627048 "Financial" "Premier Bancorp" "Mr. G LeeGriffin" "Leavenworth" "KS" 55 "U of Texas Aust" "BS" 60 21 "Louisiana State" "MS" 0 1 62 23 32 6 383750 234000 9298 NA 2221510 0.29899999499321 336 67.5999984741211 31 "Financial services-regional banks" 1 5.79730081558228
"452" 3737930 "Financial" "KeyCorp" "Mr. Victor J Riley Jr" "Buffalo" "NY" 62 "U of Notre Dame" "BA" 53 21 "" "none" 0 0 NA NA 30 20 720000 720000 2297930 NA 7316910 0.0109999999403954 5186 709.900024414062 16 "Financial services-regional banks" 1 6.57263088226318
"453" 780932 "Financial" "Charter One Financia" "Mr. Charles JohnKoch" "Baltimore" "MD" 48 "Lehigh U" "BS" 68 22 "Loyola U" "MBA" 1 1 71 25 18 6 301629 278853 48947 151503 2584410 0.722000002861023 385 61.4000015258789 34 "Financial services-regional banks" 1 5.89261293411255
"454" 615841 "Financial" "BBT Financial" "Mr. John A Allison IV" "Charlotte" "NC" 45 "U of North Caro" "BBA" 71 22 "Duke U" "MBA" 1 1 74 25 23 5 370388 142599 102854 NA 2700240 0.123999997973442 671 98.1999969482422 15 "Financial services-regional banks" 1 5.78946876525879
"455" 1192780 "Financial" "Wilmington Trust" "Mr. Leonard W Quill" "Wilmington" "DE" 62 "U of Delaware" "BS" 59 27 "U of Delaware" "MBA" 1 1 65 33 36 2 393333 333650 4497 461300 NA 0.379999995231628 405 82.8000030517578 12 "Financial services-regional banks" 1 6.07656002044678
"456" 2318730 "Financial" "Meridian Bancorp" "Mr. Samuel A McCullough" "Pittsburgh" "PA" 55 "U of Pittsburgh" "BBA" 60 21 "" "none" 0 0 NA NA 19 16 600000 308500 36000 1374230 5707720 0.149000003933907 1247 150.5 14 "Financial services-regional banks" 1 6.36525011062622
"457" 951545 "Financial" "AmSouth Bancorporati" "Mr. John W Woods" "Evanston" "IL" 62 "U of the South" "BA" 54 22 "" "none" 0 0 NA NA 25 22 595000 327250 29295 NA 5090350 0.196999996900558 971 146.199996948242 18 "Financial services-regional banks" 1 5.97842884063721
"458" 1313890 "Financial" "Old Kent Financial" "Mr. John C Canepa" "Newburyport" "MA" 63 "Harvard" "BA" 53 22 "NYU" "MBA" 1 1 60 29 24 12 570000 356250 387644 NA 6752430 0.790000021457672 807 127.900001525879 18 "Financial services-regional banks" 1 6.11855888366699
"459" 1121950 "Financial" "Central Fidelity Ban" "Mr. Carroll L Saine" "Lincolnton" "NC" 59 "Lenoir-Rhyne C" "BA" 54 19 "U of Richmond" "MS" 0 1 65 30 37 13 795540 NA 60253 266152 4092920 0.24600000679493 740 102.900001525879 24 "Financial services-regional banks" 1 6.04997396469116
"460" 1298830 "Financial" "Crestar Financial" "Mr. Richard G Tilghman" "Norfolk" "VA" 53 "U of Virginia" "BA" 63 22 "" "none" 0 0 NA NA 27 9 535000 280000 65067 418760 3827390 0.165000006556511 1081 140.5 16 "Financial services-regional banks" 1 6.11355209350586
"461" 3296380 "Financial" "Signet Banking" "Mr. Robert M Freeman" "Richmond" "VA" 53 "U of Virginia" "BS" 63 22 "" "none" 0 0 NA NA 23 5 530200 488500 374196 1903490 6348370 0.256000012159348 1169 174.399993896484 26 "Financial services-regional banks" 1 6.51803684234619
"462" 316001 "Financial" "CCB Financial" "Mr. Ernest C Roessler" "Pittsburgh" "PA" 53 "Dartmouth" "BA" 62 21 "Dartmouth" "MBA" 1 1 63 22 6 1 241323 62986 11692 NA NA 0.11599999666214 230 29.2000007629395 13 "Financial services-regional banks" 1 5.49968814849854
"463" 1414660 "Financial" "Union Planters" "Mr. Benjamin W Rawlins Jr" "Murfreesboro" "TN" 56 "Vanderbilt U" "BA" 61 23 "Georgia State U" "MBA" 1 1 69 31 20 10 410000 200000 533133 271522 4840000 0.912000000476837 484 61.2999992370605 17 "Financial services-regional banks" 1 6.1506519317627
"464" 3366480 "Financial" "Valley Bancorp" "Mr. Peter M Platten III" "Green Bay" "WI" 54 "U of Wisc Madis" "BBA" 62 22 "" "none" 0 0 NA NA 29 5 373000 74600 55742 2863140 5440050 1.09399998188019 377 45.9000015258789 22 "Financial services-regional banks" 1 6.52717590332031
"465" 293157 "Financial" "BanPonce" "Mr. Richard L Carrion" "San Juan" "PR" 41 "U of Penn-Whart" "BS" 75 22 "MIT" "MS" 0 1 76 23 18 1 230000 36814 26343 NA NA 0.695999979972839 897 103.199996948242 15 "Financial services-regional banks" 1 5.46710014343262
"466" 953206 "Financial" "Southern National" "Mr. L GlennOrr Jr" "Charlotte" "NC" 54 "Wofford C" "BA" 62 22 "U of S Carolina" "MBA" 1 1 63 23 22 4 444184 217700 291322 NA 2671120 0.197999998927116 438 75.5999984741211 10 "Financial services-regional banks" 1 5.97918701171875
"467" 2271190 "Financial" "Northern Trust" "Mr. David W Fox" "Aurora" "IL" 62 "U of Notre Dame" "BS" 53 21 "U of Chicago" "MBA" 1 1 58 26 39 4 616250 414982 715163 524792 7935770 0.305999994277954 1259 167.899993896484 23 "Financial services-regional banks" 1 6.35625314712524
"468" 626433 "Financial" "Zions Bancorporation" "Mr. Harris H Simmons" "Salt Lake City" "UT" 39 "U of Utah" "BA" 77 22 "Harvard" "MBA" 1 1 80 25 13 3 289531 170000 8152 158750 1749440 3.58400011062622 346 51.4000015258789 31 "Financial services-regional banks" 1 5.796875
"469" 2896050 "Financial" "Wells Fargo" "Mr. Carl E Reichardt" "Houston" "TX" 62 "USC" "BA" 56 24 "" "none" 0 0 NA NA 24 11 775000 1350000 592061 178988 8304100 0.261999994516373 4854 612 20 "Financial services-regional banks" 1 6.46180582046509
"470" 1456100 "Financial" "US Trust" "Mr. H MarshallSchwarz" "New York" "NY" 57 "Harvard" "BA" 58 21 "Harvard" "MBA" 1 1 61 24 27 4 517308 304135 634656 NA 4088190 0.319999992847443 446 42.2999992370605 9 "Financial services-regional banks" 1 6.1631908416748
"471" 574745 "Financial" "Cullen/Frost Bankers" "Mr. Thomas C Frost" "San Antonio" "TX" 66 "WashingtonLee" "BS" 50 22 "" "none" 0 0 NA NA 44 23 400000 NA 174745 NA 3302850 2.98200011253357 266 38.7999992370605 21 "Financial services-regional banks" 1 5.75947523117065
"472" 883430 "Financial" "West One Bancorp" "Mr. Daniel R Nelson" "Spokane" "WA" 56 "Washington Stat" "BBA" 62 24 "" "none" 0 0 NA NA 10 8 429996 180598 14163 258673 2965950 0.046000000089407 600 83.1999969482422 22 "Financial services-regional banks" 1 5.94617223739624
"473" 608262 "Financial" "Magna Group" "Mr. William S Badgley" "Belleville" "IL" 64 "Washington U" "BS" 60 30 "" "none" 0 0 NA NA 41 2 411600 148125 48537 NA 1628320 0.458000004291534 290 37.5 12 "Financial services-regional banks" 1 5.78409099578857
"474" 842121 "Financial" "Compass Bancshares" "Mr. D PaulJones Jr" "Birmingham" "AL" 51 "U of Alabama" "BS" 64 21 "NYU" "JD" 0 1 67 24 16 3 408098 408098 25925 NA 5975560 1.37199997901917 625 89.3000030517578 25 "Financial services-regional banks" 1 5.92537403106689
"475" 1108750 "Financial" "First of America Ban" "Mr. Daniel R Smith" "Kalamazoo" "MI" 60 "Western Michiga" "BBA" 55 21 "" "none" 0 0 NA NA 38 9 625000 285000 198748 NA 4633330 0.0689999982714653 1803 247.399993896484 19 "Financial services-regional banks" 1 6.04483413696289
"476" 468992 "Financial" "Associated Banc-Corp" "Mr. Harry B Conlon" "Green Bay" "WI" 59 "U of Notre Dame" "BS" 57 22 "U of Wisc Madis" "LLB" 0 1 64 29 29 19 307000 115125 46867 NA 2969750 0.824999988079071 249 36.2000007629395 21 "Financial services-regional banks" 1 5.67116498947144
"477" 768648 "Financial" "First Security" "Mr. Spencer F Eccles" "Ogden" "UT" 59 "U of Utah" "BS" 56 21 "Columbia" "MA" 0 1 59 24 35 12 467450 280404 20794 NA 3161600 2.71799993515015 812 114.099998474121 24 "Financial services-regional banks" 1 5.88572788238525
"478" 28816 "Financial" "Citizens Bancorp" "Mr. Alfred H Smith Jr" "Washington" "DC" 60 "" "" NA NA "" "none" 0 0 NA NA 31 7 18600 NA 10216 NA 113181 8.88099956512451 242 26.7999992370605 11 "Financial services-regional banks" 1 4.45963382720947
"479" 540899 "Financial" "City National" "Mr. BramGoldsmith" "Chicago" "IL" 71 "" "" NA NA "" "none" 0 0 NA NA 19 19 540000 NA 899 NA 10354400 14.9230003356934 214 -6.90000009536743 -14 "Financial services-regional banks" 1 5.73311614990234
"480" 650443 "Financial" "First Bancorporation" "Mr. Howard L Flood" "Staten Island" "NY" 59 "" "" NA NA "" "none" 0 0 NA NA 31 9 365700 121095 127032 36616 2165770 0.162000000476837 332 55.2000007629395 16 "Financial services-regional banks" 1 5.81320905685425
