"state" "statefips" "county" "countycode" "acres1997" "acres2002" "acres2007" "farms1997" "farms2002" "farms2007" "large1997" "large2002" "large2007" "small1997" "small2002" "small2007"
"1617" "MONTANA" 30 "SILVER BOW" 93 103374 73792 101081 145 155 175 25 20 25 11 14 12
"1618" "MONTANA" 30 "STILLWATER" 95 890378 890326 857474 534 552 635 176 200 184 10 24 33
"1619" "MONTANA" 30 "SWEET GRASS" 97 837768 867058 812759 340 357 355 141 149 136 9 14 26
"1620" "MONTANA" 30 "TETON" 99 1129786 1230550 1152691 625 700 770 239 266 265 15 25 22
"1621" "MONTANA" 30 "TOOLE" 101 1098048 1087797 1115019 424 405 428 279 253 252 3 NA 11
"1622" "MONTANA" 30 "TREASURE" 103 593985 606846 461790 119 115 101 56 57 48 NA 8 5
"1623" "MONTANA" 30 "VALLEY" 105 1787319 2051667 2061260 722 743 770 355 370 348 12 17 16
"1624" "MONTANA" 30 "WHEATLAND" 107 829044 841643 822253 158 163 137 91 95 77 4 6 8
"1625" "MONTANA" 30 "WIBAUX" 109 469348 535786 492554 192 215 208 92 107 94 1 NA 1
"1626" "MONTANA" 30 "YELLOWSTONE" 111 1496691 1568637 1615769 1283 1279 1407 246 237 225 84 106 163
"1627" "NEBRASKA" 31 "ADAMS" 1 354130 344309 306373 661 561 485 111 122 116 41 20 27
"1628" "NEBRASKA" 31 "ANTELOPE" 3 499762 526896 516521 845 792 716 164 179 167 46 23 33
"1629" "NEBRASKA" 31 "ARTHUR" 5 458753 436252 453615 84 76 68 59 52 50 5 2 3
"1630" "NEBRASKA" 31 "BANNER" 7 459924 411153 394906 238 226 218 123 109 98 4 NA NA
"1631" "NEBRASKA" 31 "BLAINE" 9 440555 441119 443257 119 106 114 71 62 76 5 1 2
"1632" "NEBRASKA" 31 "BOONE" 11 453102 430712 405334 805 692 619 108 123 133 38 5 7
"1633" "NEBRASKA" 31 "BOX BUTTE" 13 711799 675091 670815 540 476 466 228 193 186 16 12 23
"1634" "NEBRASKA" 31 "BOYD" 15 288286 308008 251747 373 314 259 95 110 86 17 5 8
"1635" "NEBRASKA" 31 "BROWN" 17 700708 686466 661606 368 311 292 159 135 111 24 8 13
"1636" "NEBRASKA" 31 "BUFFALO" 19 627842 601256 612171 1153 989 949 186 191 193 54 43 54
"1637" "NEBRASKA" 31 "BURT" 21 299443 310113 275041 614 621 549 90 100 94 32 20 33
"1638" "NEBRASKA" 31 "BUTLER" 23 360716 374634 356151 851 840 809 86 90 94 53 22 32
"1639" "NEBRASKA" 31 "CASS" 25 306944 320187 280920 748 679 682 86 105 98 48 41 76
"1640" "NEBRASKA" 31 "CEDAR" 27 450990 459952 474744 1017 949 924 102 123 121 54 30 44
"1641" "NEBRASKA" 31 "CHASE" 29 559538 539607 555971 396 326 347 177 159 146 12 3 6
"1642" "NEBRASKA" 31 "CHERRY" 31 3853465 3777285 3759629 690 557 560 435 383 350 29 4 26
"1643" "NEBRASKA" 31 "CHEYENNE" 33 829430 803181 754598 706 616 603 294 284 253 8 3 6
"1644" "NEBRASKA" 31 "CLAY" 35 371974 373994 365099 566 503 454 104 138 119 40 30 31
"1645" "NEBRASKA" 31 "COLFAX" 37 237014 244361 213220 642 589 519 56 63 61 59 38 30
"1646" "NEBRASKA" 31 "CUMING" 39 367999 365994 360052 1045 904 863 65 85 86 76 51 46
"1647" "NEBRASKA" 31 "CUSTER" 41 1519709 1501959 1614280 1359 1149 1187 467 433 458 76 32 65
"1648" "NEBRASKA" 31 "DAKOTA" 43 145395 151599 166555 314 296 278 41 41 42 16 14 10
"1649" "NEBRASKA" 31 "DAWES" 45 801554 786277 848753 497 406 469 204 195 207 26 3 11
"1650" "NEBRASKA" 31 "DAWSON" 47 651323 622805 640541 903 718 728 217 204 190 81 45 77
"1651" "NEBRASKA" 31 "DEUEL" 49 309015 293995 278915 277 252 240 115 114 109 6 2 7
"1652" "NEBRASKA" 31 "DIXON" 51 248378 276722 248506 625 660 568 54 65 59 39 20 20
"1653" "NEBRASKA" 31 "DODGE" 53 330964 339265 338475 848 734 715 77 95 91 75 42 41
"1654" "NEBRASKA" 31 "DOUGLAS" 55 115808 94613 84374 410 361 362 34 35 25 46 47 57
"1655" "NEBRASKA" 31 "DUNDY" 57 584292 566881 594834 339 262 263 151 131 135 10 NA 1
"1656" "NEBRASKA" 31 "FILLMORE" 59 364286 363915 362155 607 499 478 93 142 142 29 10 23
"1657" "NEBRASKA" 31 "FRANKLIN" 61 341521 331093 291515 449 378 312 120 112 94 27 13 11
"1658" "NEBRASKA" 31 "FRONTIER" 63 520368 486623 475252 368 318 283 183 163 136 12 6 8
"1659" "NEBRASKA" 31 "FURNAS" 65 457953 440776 445844 452 412 365 170 154 146 27 6 10
"1660" "NEBRASKA" 31 "GAGE" 67 533559 552316 540226 1232 1272 1280 138 163 153 71 41 62
"1661" "NEBRASKA" 31 "GARDEN" 69 1082701 1072024 1048554 328 253 297 145 132 133 7 4 11
"1662" "NEBRASKA" 31 "GARFIELD" 71 311134 293081 365685 217 190 223 75 73 85 11 5 13
"1663" "NEBRASKA" 31 "GOSPER" 73 231241 262216 225572 260 242 218 82 97 78 9 NA 2
"1664" "NEBRASKA" 31 "GRANT" 75 473692 489926 495493 91 73 84 60 44 49 4 3 4
"1665" "NEBRASKA" 31 "GREELEY" 77 286621 293114 282395 403 361 334 89 82 86 15 1 7
"1666" "NEBRASKA" 31 "HALL" 79 350188 315787 328294 750 595 608 82 93 101 56 33 50
"1667" "NEBRASKA" 31 "HAMILTON" 81 353440 348178 319115 697 603 550 86 102 106 36 27 42
"1668" "NEBRASKA" 31 "HARLAN" 83 331481 308814 350947 392 346 384 126 97 110 22 10 20
"1669" "NEBRASKA" 31 "HAYES" 85 425280 408290 453818 271 260 275 127 115 110 13 NA 3
"1670" "NEBRASKA" 31 "HITCHCOCK" 87 424635 433525 347924 357 299 272 151 140 104 16 6 4
"1671" "NEBRASKA" 31 "HOLT" 89 1448468 1481135 1532629 1341 1166 1171 415 429 440 75 33 39
"1672" "NEBRASKA" 31 "HOOKER" 91 369454 423838 456758 90 81 88 61 50 62 3 3 2
"1673" "NEBRASKA" 31 "HOWARD" 93 333756 293537 278876 680 600 564 81 78 88 32 27 31
"1674" "NEBRASKA" 31 "JEFFERSON" 95 322943 363575 325577 666 631 601 95 117 116 26 15 14
"1675" "NEBRASKA" 31 "JOHNSON" 97 201489 205371 175500 522 571 541 37 50 38 17 7 24
"1676" "NEBRASKA" 31 "KEARNEY" 99 329072 331283 324218 521 412 381 107 129 130 20 11 23
"1677" "NEBRASKA" 31 "KEITH" 101 614205 627842 581567 405 363 398 135 131 124 18 4 14
"1678" "NEBRASKA" 31 "KEYA PAHA" 103 484104 463280 483450 222 185 206 142 111 123 2 1 5
"1679" "NEBRASKA" 31 "KIMBALL" 105 584408 549646 527611 359 362 372 183 142 122 14 2 7
"1680" "NEBRASKA" 31 "KNOX" 107 598394 599468 536457 1103 1016 863 157 175 162 54 28 19
"1681" "NEBRASKA" 31 "LANCASTER" 109 438416 448600 421409 1615 1607 1698 108 134 127 122 120 139
"1682" "NEBRASKA" 31 "LINCOLN" 111 1416160 1529011 1601185 1078 959 1053 373 337 361 58 46 50
"1683" "NEBRASKA" 31 "LOGAN" 113 325267 359069 363453 130 119 152 54 51 63 4 NA 3
"1684" "NEBRASKA" 31 "LOUP" 115 334775 337542 354688 146 120 137 66 59 69 5 NA 4
"1685" "NEBRASKA" 31 "MADISON" 119 337569 342167 315210 837 766 699 83 85 80 42 32 32
"1686" "NEBRASKA" 31 "MCPHERSON" 117 436106 528642 542363 115 128 143 76 80 92 2 3 7
"1687" "NEBRASKA" 31 "MERRICK" 121 279238 283026 247927 587 513 473 85 82 82 24 28 25
"1688" "NEBRASKA" 31 "MORRILL" 123 854776 872351 902005 497 443 495 157 162 176 30 10 17
"1689" "NEBRASKA" 31 "NANCE" 125 246622 228985 226299 441 392 362 78 83 72 36 14 13
"1690" "NEBRASKA" 31 "NEMAHA" 127 242452 255366 212686 511 483 449 65 88 66 19 4 18
"1691" "NEBRASKA" 31 "NUCKOLLS" 129 336348 350539 307096 523 476 405 101 123 124 17 14 7
"1692" "NEBRASKA" 31 "OTOE" 131 360800 342521 322146 875 797 804 90 114 95 44 23 41
"1693" "NEBRASKA" 31 "PAWNEE" 133 231607 256818 217669 472 531 489 52 76 62 16 7 6
"1694" "NEBRASKA" 31 "PERKINS" 135 595264 548264 558405 534 438 446 203 186 175 11 5 6
"1695" "NEBRASKA" 31 "PHELPS" 137 382407 366154 340291 580 470 420 125 132 105 37 16 17
"1696" "NEBRASKA" 31 "PIERCE" 139 315287 332550 316773 761 697 645 63 92 93 49 28 42
"1697" "NEBRASKA" 31 "PLATTE" 141 429401 434529 425730 1083 1000 882 78 106 123 87 49 33
"1698" "NEBRASKA" 31 "POLK" 143 267816 264455 269195 633 527 505 60 62 86 40 17 20
"1699" "NEBRASKA" 31 "RED WILLOW" 145 451454 429109 446479 471 380 386 158 147 132 31 14 21
"1700" "NEBRASKA" 31 "RICHARDSON" 147 322178 320783 279148 767 732 707 86 85 76 33 8 25
"1701" "NEBRASKA" 31 "ROCK" 149 617026 628839 631940 328 271 237 162 140 127 15 8 11
"1702" "NEBRASKA" 31 "SALINE" 151 325692 344736 298304 773 728 702 83 98 85 55 19 31
"1703" "NEBRASKA" 31 "SARPY" 153 104944 105173 100835 401 355 360 22 27 25 36 38 43
"1704" "NEBRASKA" 31 "SAUNDERS" 155 448954 458329 427682 1260 1157 1131 95 130 110 67 57 65
"1705" "NEBRASKA" 31 "SCOTTS BLUFF" 157 449694 427400 360286 846 780 730 88 92 91 44 34 44
"1706" "NEBRASKA" 31 "SEWARD" 159 330088 364178 332597 895 862 893 79 112 94 59 35 66
"1707" "NEBRASKA" 31 "SHERIDAN" 161 1468046 1485895 1540316 686 613 574 313 267 256 33 11 17
"1708" "NEBRASKA" 31 "SHERMAN" 163 328930 316260 270072 512 448 411 96 105 86 20 4 10
"1709" "NEBRASKA" 31 "SIOUX" 165 1092253 1103122 1292053 352 318 366 178 165 206 13 3 5
"1710" "NEBRASKA" 31 "STANTON" 167 233266 243223 235686 654 655 636 45 52 57 30 14 21
"1711" "NEBRASKA" 31 "THAYER" 169 376855 380447 351364 599 558 483 132 134 124 21 7 17
"1712" "NEBRASKA" 31 "THOMAS" 171 368749 348802 424918 91 79 103 57 51 60 3 NA 4
"1713" "NEBRASKA" 31 "THURSTON" 173 193430 214181 199689 407 438 372 53 62 56 14 11 9
"1714" "NEBRASKA" 31 "VALLEY" 175 334058 314661 356296 464 419 391 116 100 123 24 13 17
"1715" "NEBRASKA" 31 "WASHINGTON" 177 225813 242419 217306 749 760 762 48 56 53 48 44 71
"1716" "NEBRASKA" 31 "WAYNE" 179 264166 281408 276578 651 623 573 53 70 79 43 25 25
"1717" "NEBRASKA" 31 "WEBSTER" 181 318898 318325 305507 458 449 430 116 122 115 11 6 9
"1718" "NEBRASKA" 31 "WHEELER" 183 292417 338136 360200 194 194 205 82 86 92 10 3 4
"1719" "NEBRASKA" 31 "YORK" 185 363229 353762 346137 747 617 549 79 103 112 38 24 38
"1720" "NEVADA" 32 "CARSON CITY" 510 7245 4382 2756 21 21 21 3 3 2 6 2 11
"1721" "NEVADA" 32 "CHURCHILL" 1 131355 149487 131448 574 498 529 16 18 19 71 51 96
"1722" "NEVADA" 32 "CLARK" 3 72969 68925 88381 267 253 193 2 6 7 129 120 102
"1723" "NEVADA" 32 "DOUGLAS" 5 91091 210952 91046 180 178 179 14 16 13 35 36 43
"1724" "NEVADA" 32 "ELKO" 7 2832268 2472143 2085135 436 397 456 145 133 126 50 50 44
"1725" "NEVADA" 32 "ESMERALDA" 9 27614 NA 24943 21 18 19 5 6 5 2 5 1
"1726" "NEVADA" 32 "EUREKA" 11 215783 266427 783440 91 73 86 22 24 23 4 1 NA
"1727" "NEVADA" 32 "HUMBOLDT" 13 733025 761109 756313 237 233 254 79 86 77 28 24 38
"1728" "NEVADA" 32 "LANDER" 15 487941 620292 339091 85 116 84 23 29 25 14 14 13
"1729" "NEVADA" 32 "LINCOLN" 17 48944 NA 46271 132 109 98 10 13 10 13 15 5
"1730" "NEVADA" 32 "LYON" 19 177166 226449 260660 338 330 325 43 44 46 59 72 87
"1731" "NEVADA" 32 "MINERAL" 21 NA NA NA 41 17 84 6 5 2 NA NA 4
"1732" "NEVADA" 32 "NYE" 23 87102 97601 90868 164 172 173 19 21 21 38 56 54
"1733" "NEVADA" 32 "PERSHING" 27 119379 131103 244249 134 115 135 29 34 29 7 8 10
"1734" "NEVADA" 32 "STOREY" 29 NA 90 NA 10 6 5 NA NA NA 4 2 3
"1735" "NEVADA" 32 "WASHOE" 31 774401 802042 485893 345 332 393 36 41 17 110 108 110
"1736" "NEVADA" 32 "WHITE PINE" 33 243477 203106 NA 122 121 97 33 30 25 12 15 10
"1737" "NEW HAMPSHIRE" 33 "BELKNAP" 1 24188 23430 23378 260 231 270 1 NA NA 55 32 65
"1738" "NEW HAMPSHIRE" 33 "CARROLL" 3 26446 29785 32040 227 229 274 3 3 4 42 54 49
"1739" "NEW HAMPSHIRE" 33 "CHESHIRE" 5 46805 41256 48241 387 323 419 3 3 4 57 42 65
"1740" "NEW HAMPSHIRE" 33 "COOS" 7 46615 44087 50895 240 208 262 6 7 9 13 9 21
"1741" "NEW HAMPSHIRE" 33 "GRAFTON" 9 82434 85794 99964 531 421 552 4 11 9 66 38 59
"1742" "NEW HAMPSHIRE" 33 "HILLSBOROUGH" 11 45323 40104 50238 534 481 615 NA 1 2 117 97 113
"1743" "NEW HAMPSHIRE" 33 "MERRIMACK" 13 67895 79169 64642 550 502 583 4 10 4 104 71 107
"1744" "NEW HAMPSHIRE" 33 "ROCKINGHAM" 15 42544 31656 33570 569 445 594 2 1 1 119 106 180
"1745" "NEW HAMPSHIRE" 33 "STRAFFORD" 17 29749 33597 25744 310 281 303 1 2 1 54 35 60
"1746" "NEW HAMPSHIRE" 33 "SULLIVAN" 19 51384 36001 43199 320 242 294 8 2 4 29 23 35
"1747" "NEW JERSEY" 34 "ATLANTIC" 1 31620 30337 30372 465 456 499 3 3 2 105 94 122
"1748" "NEW JERSEY" 34 "BERGEN" 3 2955 1283 1177 131 91 89 NA NA NA 88 61 53
"1749" "NEW JERSEY" 34 "BURLINGTON" 5 103627 111237 85790 935 906 922 19 32 21 271 240 301
"1750" "NEW JERSEY" 34 "CAMDEN" 7 9446 10259 8760 236 216 225 NA 2 NA 82 65 75
"1751" "NEW JERSEY" 34 "CAPE MAY" 9 9840 10037 7976 165 197 201 NA NA 1 34 45 52
"1752" "NEW JERSEY" 34 "CUMBERLAND" 11 67194 71097 69489 622 616 615 12 13 14 138 124 137
"1753" "NEW JERSEY" 34 "ESSEX" 13 NA 153 184 23 15 13 NA NA NA 14 10 6
"1754" "NEW JERSEY" 34 "GLOUCESTER" 15 58888 50753 46662 718 692 669 9 7 7 219 197 221
"1755" "NEW JERSEY" 34 "HUNTERDON" 19 113975 109241 100027 1461 1514 1623 14 9 13 296 341 389
"1756" "NEW JERSEY" 34 "MERCER" 21 28395 25070 21730 309 304 311 7 5 3 77 75 73
"1757" "NEW JERSEY" 34 "MIDDLESEX" 23 28635 21824 18717 300 275 236 7 6 3 103 102 106
"1758" "NEW JERSEY" 34 "MONMOUTH" 25 61358 47198 44130 977 892 932 10 4 7 350 284 376
"1759" "NEW JERSEY" 34 "MORRIS" 27 23623 17233 17028 427 407 422 3 NA NA 123 123 137
"1760" "NEW JERSEY" 34 "OCEAN" 29 12061 12239 9833 268 217 255 NA NA NA 108 86 113
"1761" "NEW JERSEY" 34 "PASSAIC" 31 2485 1526 1981 63 70 103 NA NA NA 26 24 51
"1762" "NEW JERSEY" 34 "SALEM" 33 92890 96238 96530 716 753 759 13 17 15 122 135 150
"1763" "NEW JERSEY" 34 "SOMERSET" 35 48299 36237 32721 486 442 445 7 6 8 96 106 122
"1764" "NEW JERSEY" 34 "SUSSEX" 37 76461 75496 65242 920 1029 1060 5 5 6 175 219 226
"1765" "NEW JERSEY" 34 "UNION" 39 NA 182 126 21 18 15 NA NA NA 10 13 12
"1766" "NEW JERSEY" 34 "WARREN" 41 84494 78042 74975 802 814 933 5 7 8 139 167 228
"1767" "NEW MEXICO" 35 "BERNALILLO" 1 476421 NA 237735 680 618 635 26 15 22 386 366 358
"1768" "NEW MEXICO" 35 "CATRON" 3 1816901 1644937 1482579 286 206 259 119 89 118 14 1 4
"1769" "NEW MEXICO" 35 "CHAVES" 5 2963882 2515660 2454564 689 604 584 209 180 167 125 92 91
"1770" "NEW MEXICO" 35 "CIBOLA" 6 1710908 1690832 1478697 214 155 317 81 66 72 46 18 87
"1771" "NEW MEXICO" 35 "COLFAX" 7 2242875 2216306 2152343 398 284 302 140 110 109 32 2 8
"1772" "NEW MEXICO" 35 "CURRY" 9 967063 916320 887491 808 677 681 213 233 198 65 41 54
"1773" "NEW MEXICO" 35 "DE BACA" 11 1448266 1409434 1070531 223 188 173 93 94 74 27 15 15
"1774" "NEW MEXICO" 35 "DONA ANA" 13 602818 580769 589373 1681 1691 1762 47 45 53 947 1033 1045
"1775" "NEW MEXICO" 35 "EDDY" 15 1302442 1183073 1107912 603 510 543 125 107 102 137 100 122
"1776" "NEW MEXICO" 35 "GRANT" 17 1187882 1218119 1213349 372 272 327 135 104 108 30 15 35
"1777" "NEW MEXICO" 35 "GUADALUPE" 19 1417748 1461766 1405030 275 208 258 123 107 119 15 7 6
"1778" "NEW MEXICO" 35 "HARDING" 21 1262038 991940 944306 204 129 168 118 85 95 3 NA 3
"1779" "NEW MEXICO" 35 "HIDALGO" 23 1113354 1127578 1028547 176 144 162 73 64 63 8 13 9
"1780" "NEW MEXICO" 35 "LEA" 25 2008431 2258353 2365168 682 554 572 193 169 191 68 72 80
"1781" "NEW MEXICO" 35 "LINCOLN" 27 1987732 1605566 1750475 448 343 361 179 124 137 45 46 49
"1782" "NEW MEXICO" 35 "LOS ALAMOS" 28 NA NA 9 9 6 7 NA NA NA 9 5 7
"1783" "NEW MEXICO" 35 "LUNA" 29 620038 709518 653558 243 171 206 70 59 58 14 17 20
"1784" "NEW MEXICO" 35 "MCKINLEY" 31 3141968 3169857 3172899 266 150 2624 85 53 111 35 4 1689
"1785" "NEW MEXICO" 35 "MORA" 33 995463 954572 914549 444 410 589 111 103 111 25 19 35
"1786" "NEW MEXICO" 35 "OTERO" 35 1116526 1207598 1126432 602 622 493 73 64 63 136 187 132
"1787" "NEW MEXICO" 35 "QUAY" 37 1858737 1651616 1489686 676 594 636 261 241 250 17 23 27
"1788" "NEW MEXICO" 35 "RIO ARRIBA" 39 1445320 1431119 1460186 1136 988 1312 103 103 136 319 298 350
"1789" "NEW MEXICO" 35 "ROOSEVELT" 41 1443850 1500821 1494051 913 804 876 251 249 259 50 27 32
"1790" "NEW MEXICO" 35 "SAN JUAN" 45 NA 1756624 1630556 880 808 1897 31 31 27 288 259 920
"1791" "NEW MEXICO" 35 "SAN MIGUEL" 47 2557578 2091643 2241222 783 565 765 212 162 189 62 27 49
"1792" "NEW MEXICO" 35 "SANDOVAL" 43 810209 763197 591736 465 347 652 60 46 43 136 122 314
"1793" "NEW MEXICO" 35 "SANTA FE" 49 663010 683508 569404 515 460 489 60 45 48 161 179 186
"1794" "NEW MEXICO" 35 "SIERRA" 51 1289287 1362866 1344339 217 223 265 78 55 74 30 42 27
"1795" "NEW MEXICO" 35 "SOCORRO" 53 1646743 1523280 1429970 486 388 536 119 92 115 75 69 94
"1796" "NEW MEXICO" 35 "TAOS" 55 310799 466254 456932 498 453 637 31 36 32 85 69 125
"1797" "NEW MEXICO" 35 "TORRANCE" 57 1525329 1696831 1796048 620 461 561 191 155 167 40 32 28
"1798" "NEW MEXICO" 35 "UNION" 59 2246918 2243404 2192690 546 419 380 280 253 218 32 4 13
"1799" "NEW MEXICO" 35 "VALENCIA" 61 387884 368864 505682 838 718 901 18 21 26 424 382 457
"1800" "NEW YORK" 36 "ALBANY" 1 60729 69063 61030 458 484 498 2 6 5 44 52 57
"1801" "NEW YORK" 36 "ALLEGANY" 3 174540 180169 150832 893 867 847 12 16 14 37 27 42
"1802" "NEW YORK" 36 "BRONX" 5 NA NA NA NA NA 1 NA NA NA NA NA 1
"1803" "NEW YORK" 36 "BROOME" 7 93922 98276 86613 627 588 580 7 9 6 42 25 40
"1804" "NEW YORK" 36 "CATTARAUGUS" 9 215692 201913 183439 1188 1157 1122 14 12 16 61 51 65
"1805" "NEW YORK" 36 "CAYUGA" 11 274369 238129 249476 1022 881 936 49 50 56 48 49 66
"1806" "NEW YORK" 36 "CHAUTAUQUA" 13 270090 255896 235858 1914 1734 1658 23 25 19 164 137 111
"1807" "NEW YORK" 36 "CHEMUNG" 15 67855 69183 65124 393 427 373 4 4 5 34 26 22
"1808" "NEW YORK" 36 "CHENANGO" 17 197589 189980 177267 977 960 908 17 15 18 41 48 36
"1809" "NEW YORK" 36 "CLINTON" 19 158730 168536 149219 611 604 590 19 24 24 60 38 39
"1810" "NEW YORK" 36 "COLUMBIA" 21 119186 119718 106574 545 498 554 15 22 17 56 42 61
"1811" "NEW YORK" 36 "CORTLAND" 23 128620 127052 124824 538 569 587 11 16 18 30 43 35
"1812" "NEW YORK" 36 "DELAWARE" 25 195554 191537 165572 848 788 747 17 21 14 55 39 43
"1813" "NEW YORK" 36 "DUTCHESS" 27 113654 112339 102360 661 667 656 11 12 12 75 84 85
"1814" "NEW YORK" 36 "ERIE" 29 159239 161747 149356 1213 1289 1215 14 19 16 110 141 132
"1815" "NEW YORK" 36 "ESSEX" 31 53319 55022 50226 248 236 243 6 10 9 31 16 22
"1816" "NEW YORK" 36 "FRANKLIN" 33 168541 138236 130852 527 532 604 13 16 21 27 33 25
"1817" "NEW YORK" 36 "FULTON" 35 36432 37652 33851 209 246 222 2 1 1 11 23 27
"1818" "NEW YORK" 36 "GENESEE" 37 180879 177370 183539 631 580 551 41 37 41 37 41 40
"1819" "NEW YORK" 36 "GREENE" 39 51370 57898 44328 292 342 286 3 11 5 32 42 32
"1820" "NEW YORK" 36 "HAMILTON" 41 982 1410 450 17 24 20 NA NA NA 6 5 7
"1821" "NEW YORK" 36 "HERKIMER" 43 148919 159258 140017 661 690 672 6 9 10 30 27 27
"1822" "NEW YORK" 36 "JEFFERSON" 45 298322 330561 262331 1042 1028 885 35 52 45 75 34 42
"1823" "NEW YORK" 36 "KINGS" 47 9 NA NA 9 1 1 NA NA NA 9 1 1
"1824" "NEW YORK" 36 "LEWIS" 49 194860 196774 167249 731 721 616 18 14 18 28 24 31
"1825" "NEW YORK" 36 "LIVINGSTON" 51 209782 209496 222415 750 801 792 51 52 57 37 42 47
"1826" "NEW YORK" 36 "MADISON" 53 192869 168264 188320 807 734 744 15 12 30 68 49 37
"1827" "NEW YORK" 36 "MONROE" 55 113075 106561 133041 603 631 585 24 26 36 97 98 78
"1828" "NEW YORK" 36 "MONTGOMERY" 57 143777 151977 124556 647 624 604 10 18 16 47 39 34
"1829" "NEW YORK" 36 "NASSAU" 59 1934 1118 1288 71 65 59 NA NA NA 47 49 35
"1830" "NEW YORK" 36 "NEW YORK" 61 NA 4 NA 2 4 NA NA NA NA 2 4 NA
"1831" "NEW YORK" 36 "NIAGARA" 63 139031 148041 142636 855 801 865 31 31 23 85 70 83
"1832" "NEW YORK" 36 "ONEIDA" 65 229888 220486 192232 1113 1087 1013 19 22 21 66 79 58
"1833" "NEW YORK" 36 "ONONDAGA" 67 154186 156284 150499 736 725 692 29 39 45 78 90 76
"1834" "NEW YORK" 36 "ONTARIO" 69 203242 194742 198937 850 896 859 47 51 48 65 91 58
"1835" "NEW YORK" 36 "ORANGE" 71 102725 107977 80990 771 706 642 6 10 7 103 73 92
"1836" "NEW YORK" 36 "ORLEANS" 73 153280 132947 139764 564 504 554 28 26 30 30 29 52
"1837" "NEW YORK" 36 "OSWEGO" 75 109232 103156 100195 737 682 639 6 4 5 64 65 49
"1838" "NEW YORK" 36 "OTSEGO" 77 218928 206233 176481 1023 1028 980 15 9 10 53 53 44
"1839" "NEW YORK" 36 "PUTNAM" 79 4035 6720 5635 61 52 72 NA 3 1 13 6 16
"1840" "NEW YORK" 36 "QUEENS" 81 NA NA NA 2 2 4 NA NA NA 2 2 3
"1841" "NEW YORK" 36 "RENSSELAER" 83 107265 92344 85034 562 549 506 13 7 6 43 59 55
"1842" "NEW YORK" 36 "RICHMOND" 85 29 44 NA 7 16 14 NA NA NA 6 15 13
"1843" "NEW YORK" 36 "ROCKLAND" 87 610 NA NA 26 29 21 NA NA NA 16 11 18
"1844" "NEW YORK" 36 "SARATOGA" 91 80733 74976 75660 589 592 641 12 16 16 77 92 96
"1845" "NEW YORK" 36 "SCHENECTADY" 93 20369 21727 19129 187 200 194 NA NA NA 11 26 28
"1846" "NEW YORK" 36 "SCHOHARIE" 95 116422 112735 95490 600 579 525 6 8 6 33 23 33
"1847" "NEW YORK" 36 "SCHUYLER" 97 74440 73865 66368 388 405 394 8 13 9 17 23 15
"1848" "NEW YORK" 36 "SENECA" 99 126052 127242 127972 487 466 513 22 20 21 36 27 37
"1849" "NEW YORK" 36 "ST LAWRENCE" 89 421389 403364 347246 1602 1451 1330 40 53 45 57 38 57
"1850" "NEW YORK" 36 "STEUBEN" 101 371305 373294 371932 1519 1501 1578 52 62 55 54 68 61
"1851" "NEW YORK" 36 "SUFFOLK" 103 40095 34127 34404 721 651 585 2 3 2 291 267 238
"1852" "NEW YORK" 36 "SULLIVAN" 105 61060 63614 50443 383 381 323 3 8 4 40 27 19
"1853" "NEW YORK" 36 "TIOGA" 107 114289 128224 106834 571 604 565 9 15 13 28 32 30
"1854" "NEW YORK" 36 "TOMPKINS" 109 102610 100931 108739 557 563 588 9 15 27 41 45 42
"1855" "NEW YORK" 36 "ULSTER" 111 74642 83418 75205 500 532 501 8 9 5 73 73 58
"1856" "NEW YORK" 36 "WARREN" 113 10813 6400 8555 74 72 86 1 NA NA 12 11 25
"1857" "NEW YORK" 36 "WASHINGTON" 115 203646 206148 202877 875 887 843 18 24 26 60 70 63
"1858" "NEW YORK" 36 "WAYNE" 117 186635 165213 168471 1013 904 938 31 27 31 67 55 51
"1859" "NEW YORK" 36 "WESTCHESTER" 119 8681 9917 8521 117 129 106 NA NA NA 47 37 35
"1860" "NEW YORK" 36 "WYOMING" 121 205036 215317 218028 839 767 761 32 38 45 61 41 50
"1861" "NEW YORK" 36 "YATES" 123 122728 115113 126118 800 722 864 4 7 9 32 32 39
"1862" "NORTH CAROLINA" 37 "ALAMANCE" 1 113548 97793 87888 890 831 753 8 5 5 67 69 61
"1863" "NORTH CAROLINA" 37 "ALEXANDER" 3 62714 58366 54959 665 661 627 4 2 1 69 85 69
"1864" "NORTH CAROLINA" 37 "ALLEGHANY" 5 87125 72627 76656 652 544 519 7 6 16 60 36 52
"1865" "NORTH CAROLINA" 37 "ANSON" 7 90367 100447 90770 537 539 487 11 15 18 23 21 2
"1866" "NORTH CAROLINA" 37 "ASHE" 9 114399 107930 108452 1290 1152 1125 8 5 5 161 95 117
"1867" "NORTH CAROLINA" 37 "AVERY" 11 31214 30614 27818 535 495 477 2 2 2 94 85 88
"1868" "NORTH CAROLINA" 37 "BEAUFORT" 13 155192 169788 160343 429 395 369 49 61 58 25 30 17
"1869" "NORTH CAROLINA" 37 "BERTIE" 15 154634 142552 147353 423 330 279 41 38 41 46 37 17
"1870" "NORTH CAROLINA" 37 "BLADEN" 17 130093 145408 127171 637 551 500 24 31 28 70 31 26
"1871" "NORTH CAROLINA" 37 "BRUNSWICK" 19 38742 41077 44084 261 271 264 9 9 10 36 28 43
